metal_initial_conc,metal_mmol,K2CO3_initial_conc,rate,precipitation_order,single phase,uncertainty
1.8,0.4,0.15000000000000002,1,0,1.0,0.9862711334533789
0.4,0.2,0.15000000000000002,2,0,1.0,0.9862430176638625
0.8,1.0,0.1,2,1,1.0,0.9860069842071849
0.6000000000000001,1.0,0.25000000000000006,6,0,1.0,0.9859707128463456
0.4,0.4,0.3500000000000001,1,1,1.0,0.9859231739489552
1.2,0.6000000000000001,0.1,3,1,1.0,0.9856748259016913
0.6000000000000001,0.6000000000000001,0.3500000000000001,8,0,1.0,0.9855576581080814
1.4000000000000001,0.8,0.20000000000000004,1,1,1.0,0.9855280281013872
1.8,1.2,0.3500000000000001,6,0,1.0,0.9849326004737385
0.2,1.4000000000000001,0.1,1,1,1.0,0.984754850845636
0.6000000000000001,0.2,0.1,2,0,1.0,0.984299540115219
0.6000000000000001,1.2,0.3500000000000001,8,0,1.0,0.9841831423732189
0.2,0.2,0.3500000000000001,3,0,1.0,0.9832456679271254
1.2,1.4000000000000001,0.45000000000000007,7,0,1.0,0.9831439657387099
1.6,0.2,0.3500000000000001,2,0,1.0,0.9829391677975883
0.2,0.6000000000000001,0.15000000000000002,1,0,1.0,0.9829373649638664
3.0000000000000004,0.2,0.20000000000000004,2,1,1.0,0.9828957904496073
0.6000000000000001,0.8,0.40000000000000013,1,0,1.0,0.982836986769713
2.4000000000000004,0.6000000000000001,0.20000000000000004,1,1,1.0,0.9827752213609237
0.2,0.6000000000000001,0.40000000000000013,2,0,1.0,0.9827039639302485
1.4000000000000001,0.2,0.20000000000000004,3,1,1.0,0.9823152483661204
1.2,0.2,0.45000000000000007,5,0,1.0,0.9822539233863297
3.0000000000000004,0.2,0.1,1,0,1.0,0.981522010429039
0.6000000000000001,0.6000000000000001,0.20000000000000004,2,1,1.0,0.9815075540328493
1.0,0.6000000000000001,0.45000000000000007,8,0,1.0,0.9814208717834438
1.6,0.6000000000000001,0.40000000000000013,1,0,1.0,0.9813004160522589
0.4,0.4,0.3500000000000001,2,0,1.0,0.9812659783493619
0.8,0.6000000000000001,0.45000000000000007,4,0,1.0,0.9810971652390803
0.2,1.2,0.45000000000000007,8,0,1.0,0.981068668087178
0.2,1.2,0.15000000000000002,1,1,1.0,0.9806651853761067
2.4000000000000004,0.2,0.25000000000000006,2,1,1.0,0.9806198461431286
1.2,0.2,0.1,4,1,1.0,0.9805619029476066
1.8,0.4,0.30000000000000004,1,0,1.0,0.9802894015273604
0.4,0.2,0.40000000000000013,4,0,1.0,0.9801870720635524
2.2,0.4,0.1,1,0,1.0,0.9799916868229049
1.4000000000000001,1.0,0.15000000000000002,1,1,1.0,0.9799330123600116
1.2,0.6000000000000001,0.25000000000000006,1,1,1.0,0.9793074966147015
2.8000000000000003,0.4,0.15000000000000002,2,1,1.0,0.9790756175459903
1.4000000000000001,0.6000000000000001,0.3500000000000001,5,0,1.0,0.9790624561205954
1.6,0.4,0.15000000000000002,1,0,1.0,0.9789236063758101
2.6000000000000005,0.6000000000000001,0.1,2,1,1.0,0.9785444056678223
0.8,0.4,0.45000000000000007,3,0,1.0,0.9785389207354263
1.2,0.2,0.45000000000000007,6,0,1.0,0.9783891494805758
2.2,0.2,0.3500000000000001,1,1,1.0,0.9783492518826847
1.2,0.4,0.3500000000000001,7,0,1.0,0.9783457876167841
1.6,1.0,0.30000000000000004,7,0,1.0,0.9783370318446758
1.4000000000000001,1.2,0.3500000000000001,5,0,1.0,0.9782734606434538
1.4000000000000001,0.4,0.3500000000000001,6,0,1.0,0.9782070925975811
0.8,0.8,0.15000000000000002,2,1,1.0,0.9781645124449977
3.0000000000000004,0.4,0.1,2,1,1.0,0.9781301764496138
2.8000000000000003,0.2,0.40000000000000013,2,0,1.0,0.9780033617513993
0.4,0.6000000000000001,0.30000000000000004,1,0,1.0,0.9773991510521056
0.4,0.4,0.25000000000000006,2,1,1.0,0.9772153358856781
0.8,0.2,0.40000000000000013,5,0,1.0,0.976908645278696
1.6,0.4,0.40000000000000013,6,0,1.0,0.9764464784872433
1.2,0.4,0.20000000000000004,1,0,1.0,0.9764300068338548
3.0000000000000004,0.4,0.3500000000000001,1,0,1.0,0.9762007463989841
0.4,1.0,0.45000000000000007,1,0,1.0,0.9760625909664343
2.8000000000000003,0.6000000000000001,0.45000000000000007,1,0,1.0,0.9760298299490511
1.2,0.4,0.15000000000000002,3,1,1.0,0.9759429141435526
1.4000000000000001,0.4,0.45000000000000007,7,0,1.0,0.9759409367261603
2.0,1.0,0.40000000000000013,6,0,1.0,0.9758008355879667
1.2,0.8,0.3500000000000001,8,0,1.0,0.9753065156124772
0.8,1.0,0.25000000000000006,6,0,1.0,0.9753053770225161
0.8,1.2,0.45000000000000007,8,0,1.0,0.9748413706168231
1.2,0.2,0.45000000000000007,1,1,1.0,0.9748385967054638
0.4,0.6000000000000001,0.1,1,0,1.0,0.9748214752878156
0.2,1.0,0.30000000000000004,5,0,1.0,0.9747967181864359
2.2,0.4,0.1,3,1,1.0,0.9747291985011015
0.8,0.2,0.30000000000000004,2,1,1.0,0.9745251797695657
1.2,1.0,0.30000000000000004,5,0,1.0,0.974402432108836
1.6,0.6000000000000001,0.40000000000000013,5,0,1.0,0.9741836461149266
1.6,0.2,0.45000000000000007,3,0,1.0,0.9740557018344549
0.8,1.4000000000000001,0.45000000000000007,5,0,1.0,0.9740399845988466
1.4000000000000001,0.2,0.40000000000000013,1,1,1.0,0.9738322597143194
1.6,0.8,0.3500000000000001,5,0,1.0,0.9737267689775573
0.8,0.4,0.3500000000000001,5,0,1.0,0.9735637387410009
0.2,0.8,0.30000000000000004,5,0,1.0,0.9733749395947366
3.0000000000000004,0.6000000000000001,0.1,1,1,1.0,0.9732448366266684
2.0,0.8,0.40000000000000013,6,0,1.0,0.9723886333686995
1.2,1.0,0.3500000000000001,8,0,1.0,0.9718904452130407
1.4000000000000001,0.4,0.40000000000000013,7,0,1.0,0.9717685152980517
2.0,0.4,0.1,1,0,1.0,0.9716927972883618
1.0,1.2,0.40000000000000013,8,0,1.0,0.9716007875444647
2.4000000000000004,0.2,0.15000000000000002,3,1,1.0,0.9712748808710012
3.0000000000000004,0.4,0.20000000000000004,1,1,1.0,0.9712581401366851
1.0,0.2,0.40000000000000013,6,0,1.0,0.9709046686058124
1.2,0.4,0.25000000000000006,1,0,1.0,0.970278863573104
1.2,0.8,0.45000000000000007,1,0,1.0,0.9701331899639147
1.0,0.4,0.40000000000000013,2,0,1.0,0.9701079483863252
1.0,0.2,0.1,4,1,1.0,0.9700602047204507
0.6000000000000001,0.8,0.45000000000000007,4,0,1.0,0.9698218669394743
2.8000000000000003,0.2,0.30000000000000004,1,1,1.0,0.9698002375540143
1.0,0.6000000000000001,0.1,3,1,1.0,0.969736881163741
1.8,0.4,0.45000000000000007,2,0,1.0,0.9696242985075955
0.8,0.4,0.45000000000000007,4,0,1.0,0.9693460777725076
0.2,1.4000000000000001,0.40000000000000013,5,0,1.0,0.9693413269825387
1.4000000000000001,0.4,0.15000000000000002,1,0,1.0,0.9692516750077014
1.2,0.4,0.30000000000000004,1,1,1.0,0.9686352472372788
0.4,0.6000000000000001,0.20000000000000004,2,1,1.0,0.9686045642021966
0.8,0.6000000000000001,0.45000000000000007,2,0,1.0,0.9685137221594754
1.2,0.2,0.20000000000000004,3,1,1.0,0.9683486414729296
2.8000000000000003,0.4,0.3500000000000001,1,0,1.0,0.96811680685758
0.2,0.6000000000000001,0.45000000000000007,8,0,1.0,0.9680800677012866
2.6000000000000005,0.2,0.40000000000000013,2,0,1.0,0.9680073213688094
1.2,1.2,0.1,1,1,1.0,0.9676983914415765
0.6000000000000001,1.0,0.1,2,1,1.0,0.9674705542329494
1.6,0.4,0.45000000000000007,6,0,1.0,0.9674167748526192
0.4,0.2,0.1,2,0,1.0,0.9673481393851487
0.8,1.4000000000000001,0.40000000000000013,5,0,1.0,0.9670489028471894
1.6,0.4,0.30000000000000004,1,0,1.0,0.9669853732061259
2.0,0.6000000000000001,0.15000000000000002,2,1,1.0,0.9667043514896139
0.8,0.2,0.30000000000000004,2,0,1.0,0.9664926819883187
1.0,0.6000000000000001,0.40000000000000013,8,0,1.0,0.9664091264490723
1.0,0.2,0.45000000000000007,4,0,1.0,0.966397847360557
2.6000000000000005,0.8,0.1,1,1,1.0,0.9663153665771731
1.6,1.0,0.3500000000000001,5,0,1.0,0.9662994082705386
0.8,0.2,0.40000000000000013,3,0,1.0,0.966127714783811
1.2,1.0,0.45000000000000007,8,0,1.0,0.9657883510997727
0.4,1.2,0.45000000000000007,8,0,1.0,0.9657255736616954
2.8000000000000003,0.2,0.1,1,0,1.0,0.9654075582514338
3.0000000000000004,0.2,0.15000000000000002,1,0,1.0,0.9652930427966024
1.4000000000000001,0.6000000000000001,0.30000000000000004,6,0,1.0,0.9651823553575024
2.8000000000000003,0.6000000000000001,0.15000000000000002,1,1,1.0,0.9651597575111296
0.2,1.2,0.40000000000000013,8,0,1.0,0.9645134318212795
2.6000000000000005,0.6000000000000001,0.45000000000000007,1,0,1.0,0.9640065699040578
0.4,0.2,0.25000000000000006,2,0,1.0,0.9632684436632303
1.8,0.4,0.1,1,0,1.0,0.9631941220065446
0.6000000000000001,1.2,0.45000000000000007,8,0,1.0,0.9631771068443911
2.2,0.8,0.15000000000000002,1,1,1.0,0.9631304561173717
1.4000000000000001,0.4,0.45000000000000007,5,0,1.0,0.9630500096962614
0.6000000000000001,0.8,0.15000000000000002,2,1,1.0,0.9629134254027314
0.8,0.6000000000000001,0.3500000000000001,1,0,1.0,0.9625729247862729
2.0,0.2,0.3500000000000001,1,1,1.0,0.9621265566423023
1.2,0.8,0.45000000000000007,8,0,1.0,0.9616755250299025
1.0,0.4,0.15000000000000002,3,1,1.0,0.9613860313864823
0.2,0.6000000000000001,0.40000000000000013,8,0,1.0,0.9610506948164778
0.8,0.6000000000000001,0.45000000000000007,8,0,1.0,0.9609764140465501
0.8,0.2,0.1,4,1,1.0,0.960840624564377
1.4000000000000001,0.2,0.3500000000000001,2,0,1.0,0.9607722246711475
0.2,0.2,0.15000000000000002,2,0,1.0,0.9607423778872044
2.6000000000000005,0.4,0.3500000000000001,1,0,1.0,0.9606629399004016
0.2,0.4,0.3500000000000001,5,0,1.0,0.9604415242618012
0.2,0.2,0.40000000000000013,4,0,1.0,0.9599580975151484
2.2,0.2,0.25000000000000006,2,1,1.0,0.9596493123154312
1.8,1.0,0.45000000000000007,7,0,1.0,0.9592123246122737
2.0,0.4,0.20000000000000004,2,1,1.0,0.9588758513629104
0.2,0.2,0.20000000000000004,2,0,1.0,0.9588707278839993
2.4000000000000004,0.4,0.25000000000000006,1,1,1.0,0.9582007568074542
0.6000000000000001,0.4,0.3500000000000001,5,0,1.0,0.9581007351806727
0.6000000000000001,0.2,0.40000000000000013,5,0,1.0,0.9578621183748616
1.6,0.6000000000000001,0.45000000000000007,5,0,1.0,0.9578404883409123
1.0,0.4,0.20000000000000004,1,0,1.0,0.9576266458593332
2.0,1.0,0.1,1,1,1.0,0.9573008359745354
1.8,0.8,0.3500000000000001,7,0,1.0,0.9570526954893798
1.2,0.4,0.15000000000000002,1,0,1.0,0.9567803239130972
2.4000000000000004,0.2,0.40000000000000013,2,0,1.0,0.9566852267102941
0.8,0.6000000000000001,0.1,3,1,1.0,0.9561678823837731
1.2,0.6000000000000001,0.30000000000000004,7,0,1.0,0.9559035475591007
1.8,0.8,0.1,2,1,1.0,0.9558965712267266
0.2,1.4000000000000001,0.45000000000000007,5,0,1.0,0.9557359487381074
1.2,0.2,0.40000000000000013,1,1,1.0,0.9557345734143161
0.6000000000000001,0.6000000000000001,0.45000000000000007,4,0,1.0,0.9554259621612757
0.4,0.6000000000000001,0.45000000000000007,8,0,1.0,0.955178012967735
0.2,0.4,0.25000000000000006,2,1,1.0,0.9551580442016961
1.0,0.6000000000000001,0.25000000000000006,1,1,1.0,0.9551223146455039
1.0,0.2,0.20000000000000004,3,1,1.0,0.9549830717352624
1.0,0.2,0.45000000000000007,1,1,1.0,0.9548705592038045
0.4,0.4,0.3500000000000001,5,0,1.0,0.9542096095695362
1.2,0.8,0.20000000000000004,1,1,1.0,0.9541393019254504
1.6,0.4,0.1,1,0,1.0,0.9540824720694399
0.4,0.8,0.45000000000000007,4,0,1.0,0.953917054721062
0.2,0.6000000000000001,0.20000000000000004,2,1,1.0,0.9538338479972023
0.6000000000000001,0.2,0.30000000000000004,2,1,1.0,0.9535536898639589
2.6000000000000005,0.2,0.1,3,1,1.0,0.9533290530281222
1.6,0.6000000000000001,0.3500000000000001,7,0,1.0,0.9529562893228974
2.4000000000000004,0.4,0.3500000000000001,1,0,1.0,0.9528959022219189
0.6000000000000001,0.2,0.1,4,1,1.0,0.9527635013155532
1.4000000000000001,0.6000000000000001,0.40000000000000013,1,0,1.0,0.9525761577538363
0.2,0.6000000000000001,0.1,1,0,1.0,0.952456819058084
0.6000000000000001,0.6000000000000001,0.45000000000000007,8,0,1.0,0.9523357320000077
1.8,0.8,0.45000000000000007,7,0,1.0,0.9513066185143375
1.6,1.2,0.45000000000000007,7,0,1.0,0.9511396291629376
0.2,0.4,0.3500000000000001,1,1,1.0,0.95099383225547
0.4,1.0,0.1,2,1,1.0,0.9509210538261933
3.0000000000000004,0.2,0.20000000000000004,1,0,1.0,0.9507783561889069
0.4,1.4000000000000001,0.40000000000000013,5,0,1.0,0.9506798875376615
0.6000000000000001,1.4000000000000001,0.45000000000000007,5,0,1.0,0.9506165682465538
2.4000000000000004,0.6000000000000001,0.45000000000000007,1,0,1.0,0.950434693890938
0.2,0.2,0.1,2,0,1.0,0.94962920977714
0.6000000000000001,1.4000000000000001,0.40000000000000013,5,0,1.0,0.949617228878591
1.0,0.8,0.30000000000000004,5,0,1.0,0.9495876175756645
0.4,0.8,0.15000000000000002,2,1,1.0,0.9493608582312182
2.6000000000000005,0.2,0.1,1,0,1.0,0.949096528732781
1.0,0.2,0.45000000000000007,5,0,1.0,0.9489506406063734
1.8,1.0,0.3500000000000001,7,0,1.0,0.9489427520969711
0.8,0.4,0.15000000000000002,3,1,1.0,0.948721001331494
2.8000000000000003,0.2,0.15000000000000002,1,0,1.0,0.9486963800178377
1.4000000000000001,0.4,0.30000000000000004,1,0,1.0,0.9486781207164663
1.2,1.0,0.15000000000000002,1,1,1.0,0.9483325711911406
1.2,0.4,0.40000000000000013,5,0,1.0,0.9479129770788761
2.8000000000000003,0.2,0.20000000000000004,2,1,1.0,0.9475498110294537
2.0,0.4,0.1,3,1,1.0,0.9471755429370179
1.0,0.4,0.30000000000000004,1,1,1.0,0.9471557596226872
0.2,0.8,0.3500000000000001,8,0,1.0,0.9471336609120644
1.0,0.4,0.25000000000000006,1,0,1.0,0.947132034276096
0.2,1.4000000000000001,0.3500000000000001,7,0,1.0,0.9470687032159358
1.4000000000000001,1.4000000000000001,0.40000000000000013,6,0,1.0,0.9469409560072113
2.2,0.6000000000000001,0.20000000000000004,1,1,1.0,0.9467989780295123
0.4,0.2,0.40000000000000013,5,0,1.0,0.9465901919409032
0.2,0.8,0.45000000000000007,4,0,1.0,0.946412489133301
0.8,0.2,0.40000000000000013,6,0,1.0,0.9463859431034491
1.8,0.2,0.3500000000000001,1,1,1.0,0.9458581439644004
0.8,1.2,0.40000000000000013,8,0,1.0,0.9457153706791965
0.4,0.2,0.1,4,1,1.0,0.9456925244006206
0.8,0.6000000000000001,0.40000000000000013,8,0,1.0,0.9455377370424993
1.0,0.2,0.45000000000000007,6,0,1.0,0.945504843312909
2.2,0.2,0.15000000000000002,3,1,1.0,0.9452190917132767
1.4000000000000001,1.2,0.45000000000000007,5,0,1.0,0.9451246625820572
1.4000000000000001,0.2,0.45000000000000007,3,0,1.0,0.9451101921412127
1.8,0.6000000000000001,0.45000000000000007,6,0,1.0,0.9450113373174603
0.6000000000000001,0.6000000000000001,0.1,3,1,1.0,0.9446691272485368
0.4,1.4000000000000001,0.45000000000000007,5,0,1.0,0.9446622417346088
0.4,0.8,0.30000000000000004,5,0,1.0,0.9446477872361349
0.4,0.6000000000000001,0.40000000000000013,8,0,1.0,0.9440202930651433
1.4000000000000001,0.4,0.1,1,0,1.0,0.9439680560431064
2.2,0.4,0.3500000000000001,1,0,1.0,0.9436730519003037
0.6000000000000001,0.4,0.45000000000000007,3,0,1.0,0.9434837702242367
0.4,1.2,0.40000000000000013,8,0,1.0,0.9433076787247778
0.2,1.0,0.3500000000000001,8,0,1.0,0.9431883175105417
2.2,0.2,0.40000000000000013,2,0,1.0,0.9431796857755633
0.6000000000000001,0.4,0.45000000000000007,4,0,1.0,0.943107994527394
1.8,1.2,0.40000000000000013,6,0,1.0,0.9429353002800845
2.6000000000000005,0.2,0.30000000000000004,1,1,1.0,0.9425332258182814
0.2,0.2,0.40000000000000013,5,0,1.0,0.9423136401381973
1.6,0.4,0.45000000000000007,2,0,1.0,0.9421988213427728
1.2,1.4000000000000001,0.40000000000000013,7,0,1.0,0.9421623502798844
0.8,0.2,0.20000000000000004,3,1,1.0,0.9420291755420992
3.0000000000000004,0.2,0.25000000000000006,1,1,1.0,0.941860043018168
1.0,0.4,0.15000000000000002,1,0,1.0,0.9412670235898883
3.0000000000000004,0.2,0.15000000000000002,2,1,1.0,0.9411663300919741
1.0,0.4,0.3500000000000001,7,0,1.0,0.9408654388223359
2.6000000000000005,0.4,0.15000000000000002,2,1,1.0,0.9403803194566571
1.0,1.2,0.1,1,1,1.0,0.9403355884825403
0.4,1.0,0.30000000000000004,5,0,1.0,0.9400051272330824
0.2,0.2,0.1,4,1,1.0,0.9395532138028327
1.0,1.4000000000000001,0.3500000000000001,7,0,1.0,0.9392379847376146
2.0,0.2,0.25000000000000006,2,1,1.0,0.9391963227833637
3.0000000000000004,0.2,0.45000000000000007,2,0,1.0,0.938970701802493
0.6000000000000001,0.6000000000000001,0.40000000000000013,8,0,1.0,0.9382662786754836
0.2,0.6000000000000001,0.30000000000000004,7,0,1.0,0.9379118050372969
0.8,0.2,0.45000000000000007,4,0,1.0,0.9379097647997308
0.6000000000000001,0.4,0.15000000000000002,3,1,1.0,0.9374845796618351
0.2,0.4,0.3500000000000001,7,0,1.0,0.9374694538029795
2.4000000000000004,0.6000000000000001,0.1,2,1,1.0,0.9373802404561372
1.0,0.8,0.3500000000000001,8,0,1.0,0.9371880471288978
0.4,0.6000000000000001,0.45000000000000007,4,0,1.0,0.9369833476648213
0.6000000000000001,1.2,0.40000000000000013,8,0,1.0,0.9364320049634064
0.2,0.4,0.3500000000000001,2,0,1.0,0.9362118563510268
0.2,1.0,0.1,2,1,1.0,0.9360613025756386
0.2,0.8,0.15000000000000002,2,1,1.0,0.936041183601761
1.0,0.2,0.40000000000000013,1,1,1.0,0.9357852044690754
1.6,1.2,0.3500000000000001,7,0,1.0,0.9357500738518414
3.0000000000000004,0.4,0.40000000000000013,1,0,1.0,0.9357047695190104
0.2,0.2,0.40000000000000013,6,0,1.0,0.9356933307243913
0.4,0.6000000000000001,0.1,3,1,1.0,0.9346806931133897
2.8000000000000003,0.2,0.20000000000000004,1,0,1.0,0.9346205415627952
0.8,0.4,0.20000000000000004,1,0,1.0,0.9345453234356834
3.0000000000000004,0.2,0.25000000000000006,1,0,1.0,0.9344994282609571
2.2,0.6000000000000001,0.45000000000000007,1,0,1.0,0.9343433229889913
2.8000000000000003,0.4,0.1,2,1,1.0,0.9340017848604943
1.2,0.2,0.3500000000000001,2,0,1.0,0.933861586308585
0.4,0.8,0.40000000000000013,1,0,1.0,0.9335886395653311
1.2,0.8,0.40000000000000013,8,0,1.0,0.9333854679154803
0.8,0.2,0.45000000000000007,1,1,1.0,0.9332578753308076
2.4000000000000004,0.2,0.1,1,0,1.0,0.933038790478529
3.0000000000000004,0.2,0.1,2,1,1.0,0.9329296671163607
0.6000000000000001,0.2,0.40000000000000013,3,0,1.0,0.9328721703157137
0.8,0.6000000000000001,0.25000000000000006,1,1,1.0,0.9327897781845023
2.6000000000000005,0.2,0.15000000000000002,1,0,1.0,0.9326651578552937
0.6000000000000001,0.2,0.40000000000000013,6,0,1.0,0.9326226083366386
1.0,1.0,0.30000000000000004,5,0,1.0,0.9325736424428434
1.2,0.4,0.1,1,0,1.0,0.932558646258536
0.6000000000000001,0.2,0.30000000000000004,2,0,1.0,0.932517823553587
1.8,0.6000000000000001,0.40000000000000013,6,0,1.0,0.93205647759777
2.0,0.4,0.3500000000000001,1,0,1.0,0.9318023598196667
1.2,1.0,0.40000000000000013,8,0,1.0,0.931578304022293
1.8,0.6000000000000001,0.15000000000000002,2,1,1.0,0.9314128541845887
1.0,1.0,0.3500000000000001,8,0,1.0,0.931198993311529
1.6,1.0,0.45000000000000007,5,0,1.0,0.9306645495207069
1.0,1.4000000000000001,0.45000000000000007,7,0,1.0,0.9306000209023276
1.8,0.4,0.20000000000000004,2,1,1.0,0.9305569104069351
1.0,0.8,0.45000000000000007,1,0,1.0,0.9301156234739432
0.4,0.2,0.30000000000000004,2,1,1.0,0.9301103321613396
0.8,0.8,0.30000000000000004,5,0,1.0,0.9297908876543427
0.2,0.6000000000000001,0.30000000000000004,1,0,1.0,0.9297456258886214
2.8000000000000003,0.4,0.20000000000000004,1,1,1.0,0.929711542468399
2.2,0.4,0.25000000000000006,1,1,1.0,0.9296894843337131
0.4,0.2,0.40000000000000013,6,0,1.0,0.9294297589575704
1.6,0.8,0.30000000000000004,6,0,1.0,0.9292820518391567
1.6,0.2,0.3500000000000001,1,1,1.0,0.9291604189723766
0.6000000000000001,0.8,0.30000000000000004,5,0,1.0,0.9291456869403004
0.6000000000000001,0.2,0.20000000000000004,3,1,1.0,0.9291361678926896
0.2,1.0,0.45000000000000007,1,0,1.0,0.9280088972403974
1.2,0.4,0.45000000000000007,7,0,1.0,0.9277627319900785
0.8,0.4,0.40000000000000013,2,0,1.0,0.9274255810861713
1.6,0.6000000000000001,0.45000000000000007,7,0,1.0,0.9270777388370292
0.2,0.2,0.25000000000000006,2,0,1.0,0.9269798801366358
0.4,0.4,0.15000000000000002,3,1,1.0,0.9269438061549328
3.0000000000000004,0.4,0.15000000000000002,1,1,1.0,0.9268751624455254
2.0,0.2,0.40000000000000013,2,0,1.0,0.9266840041823751
1.0,0.8,0.20000000000000004,1,1,1.0,0.9262703224074056
0.2,0.6000000000000001,0.1,3,1,1.0,0.9256068010180422
1.0,1.0,0.45000000000000007,8,0,1.0,0.9253168591528997
0.2,0.6000000000000001,0.45000000000000007,4,0,1.0,0.9251639186254103
1.2,0.4,0.30000000000000004,1,0,1.0,0.9250366359077218
2.8000000000000003,0.6000000000000001,0.1,1,1,1.0,0.924409763761395
0.8,0.4,0.30000000000000004,1,1,1.0,0.9243974952137122
1.0,0.8,0.45000000000000007,8,0,1.0,0.9241551598116586
0.8,0.4,0.15000000000000002,1,0,1.0,0.9227588870550019
0.8,0.2,0.45000000000000007,5,0,1.0,0.9225238818846943
0.4,0.8,0.3500000000000001,8,0,1.0,0.9222696448590837
0.4,0.4,0.45000000000000007,4,0,1.0,0.9220565990862453
1.6,0.8,0.1,2,1,1.0,0.9219579388257424
